mid,date
363129,2000-11-07 08:34:00
276325,2000-11-07 08:42:00
338853,2000-11-07 08:43:00
218663,2000-11-07 08:44:00
129612,2000-11-07 08:45:00
120308,2000-11-07 08:45:00
109031,2000-11-07 08:55:00
197205,2000-11-07 08:57:00
114901,2000-11-07 08:57:00
333463,2000-11-07 09:14:00
114762,2000-11-07 09:14:00
333464,2000-11-07 09:15:00
289255,2000-11-07 09:21:00
39068,2000-11-07 09:23:00
129611,2000-11-07 09:31:00
218658,2000-11-07 10:05:00
176045,2000-11-07 10:06:00
171754,2000-11-07 10:10:00
152756,2000-11-07 13:37:00
34181,2000-11-07 22:13:00
34180,2000-11-07 23:58:00
218648,2000-11-08 00:27:00
180721,2000-11-08 00:46:00
197201,2000-11-08 00:48:00
109023,2000-11-08 00:52:00
333465,2000-11-08 01:31:00
333466,2000-11-08 01:44:00
180720,2000-11-08 01:48:00
384532,2000-11-08 01:59:00
85199,2000-11-08 02:10:00
375942,2000-11-08 02:16:00
81205,2000-11-08 02:32:00
85200,2000-11-08 02:32:00
85201,2000-11-08 02:33:00
218637,2000-11-08 02:36:00
199739,2000-11-08 02:47:00
199738,2000-11-08 02:49:00
338854,2000-11-08 03:05:00
176044,2000-11-08 03:14:00
218634,2000-11-08 03:15:00
176043,2000-11-08 03:15:00
326989,2000-11-08 03:19:00
35975,2000-11-08 03:23:00
35974,2000-11-08 03:27:00
289256,2000-11-08 03:35:00
242789,2000-11-08 03:54:00
384533,2000-11-08 03:59:00
218632,2000-11-08 04:02:00
120257,2000-11-08 04:02:00
129613,2000-11-08 04:02:00
180719,2000-11-08 04:30:00
85202,2000-11-08 04:40:00
135250,2000-11-08 04:40:00
395931,2000-11-08 04:46:00
218636,2000-11-08 04:48:00
135249,2000-11-08 05:00:00
180718,2000-11-08 05:03:00
333467,2000-11-08 05:22:00
338855,2000-11-08 05:41:00
186044,2000-11-08 05:56:00
338856,2000-11-08 05:56:00
85203,2000-11-08 06:13:00
85204,2000-11-08 06:13:00
338857,2000-11-08 06:15:00
338858,2000-11-08 06:17:00
338859,2000-11-08 06:19:00
127785,2000-11-08 06:31:00
119781,2000-11-08 06:31:00
127706,2000-11-08 06:31:00
338860,2000-11-08 07:10:00
176042,2000-11-08 07:21:00
270742,2000-11-08 07:58:00
129616,2000-11-08 08:15:00
384534,2000-11-08 08:33:00
180717,2000-11-08 08:41:00
218616,2000-11-08 08:50:00
186046,2000-11-08 09:04:00
363130,2000-11-08 09:07:00
384535,2000-11-08 09:17:00
218613,2000-11-08 09:32:00
218612,2000-11-08 09:33:00
180716,2000-11-08 09:39:00
180715,2000-11-08 09:48:00
289257,2000-11-08 09:53:00
333468,2000-11-08 09:55:00
180714,2000-11-08 10:14:00
369132,2000-11-08 10:47:00
86597,2000-11-08 11:48:00
114763,2000-11-08 12:34:00
114764,2000-11-08 12:49:00
369133,2000-11-08 14:47:00
369134,2000-11-08 14:50:00
369136,2000-11-08 15:03:00
369135,2000-11-08 15:03:00
338861,2000-11-08 23:51:00
376662,2000-11-08 23:52:00
369959,2000-11-08 23:52:00
376663,2000-11-08 23:56:00
369960,2000-11-08 23:56:00
338862,2000-11-08 23:57:00
369961,2000-11-08 23:58:00
376664,2000-11-08 23:58:00
242795,2000-11-08 23:59:00
109004,2000-11-09 00:38:00
18205,2000-11-09 00:38:00
326997,2000-11-09 00:54:00
109003,2000-11-09 01:03:00
109002,2000-11-09 01:09:00
338863,2000-11-09 01:18:00
180713,2000-11-09 01:29:00
10774,2000-11-09 01:32:00
289258,2000-11-09 01:45:00
89166,2000-11-09 01:52:00
145544,2000-11-09 01:53:00
338864,2000-11-09 02:03:00
199737,2000-11-09 02:07:00
242796,2000-11-09 02:20:00
199736,2000-11-09 02:20:00
180712,2000-11-09 02:28:00
384536,2000-11-09 02:47:00
289259,2000-11-09 03:03:00
289260,2000-11-09 03:19:00
375943,2000-11-09 03:20:00
289261,2000-11-09 03:26:00
289262,2000-11-09 05:58:00
176041,2000-11-09 06:01:00
35973,2000-11-09 06:22:00
218600,2000-11-09 06:30:00
369726,2000-11-09 06:46:00
250374,2000-11-09 06:48:00
180711,2000-11-09 06:51:00
250375,2000-11-09 06:55:00
395915,2000-11-09 06:55:00
127705,2000-11-09 06:55:00
234043,2000-11-09 06:55:00
39069,2000-11-09 07:15:00
289263,2000-11-09 07:25:00
108987,2000-11-09 07:37:00
338865,2000-11-09 07:54:00
108989,2000-11-09 08:03:00
114765,2000-11-09 08:05:00
180710,2000-11-09 08:10:00
180709,2000-11-09 08:13:00
390836,2000-11-09 08:31:00
390837,2000-11-09 08:39:00
390838,2000-11-09 08:43:00
154118,2000-11-09 08:53:00
390839,2000-11-09 08:53:00
154117,2000-11-09 09:05:00
369137,2000-11-09 09:05:00
154116,2000-11-09 09:10:00
378661,2000-11-09 09:15:00
186077,2000-11-09 09:16:00
154115,2000-11-09 09:16:00
186078,2000-11-09 09:17:00
174527,2000-11-09 09:22:00
108985,2000-11-09 09:22:00
242800,2000-11-09 09:22:00
186079,2000-11-09 09:22:00
10769,2000-11-09 09:24:00
180708,2000-11-09 09:39:00
180707,2000-11-09 09:44:00
180706,2000-11-09 09:49:00
218588,2000-11-09 09:51:00
369138,2000-11-09 09:56:00
369139,2000-11-09 10:19:00
369140,2000-11-09 10:23:00
369141,2000-11-09 10:26:00
174518,2000-11-09 14:22:00
115353,2000-11-09 16:09:00
152755,2000-11-09 20:53:00
152754,2000-11-09 21:05:00
152753,2000-11-09 21:10:00
152752,2000-11-09 21:16:00
176040,2000-11-09 23:23:00
176039,2000-11-09 23:25:00
176038,2000-11-09 23:33:00
281822,2000-11-10 00:04:00
376202,2000-11-10 00:07:00
338866,2000-11-10 00:12:00
174517,2000-11-10 00:49:00
180705,2000-11-10 01:02:00
369143,2000-11-10 01:09:00
180704,2000-11-10 01:13:00
338867,2000-11-10 01:31:00
384690,2000-11-10 01:50:00
364858,2000-11-10 01:52:00
384537,2000-11-10 01:58:00
338868,2000-11-10 02:01:00
338869,2000-11-10 02:02:00
338870,2000-11-10 02:03:00
218581,2000-11-10 02:09:00
85205,2000-11-10 02:09:00
85206,2000-11-10 02:15:00
114900,2000-11-10 02:27:00
242803,2000-11-10 02:32:00
199734,2000-11-10 02:32:00
176037,2000-11-10 02:48:00
180703,2000-11-10 02:50:00
338871,2000-11-10 02:54:00
176036,2000-11-10 02:55:00
180702,2000-11-10 03:13:00
108971,2000-11-10 03:18:00
108970,2000-11-10 03:40:00
114899,2000-11-10 03:49:00
108969,2000-11-10 03:52:00
108968,2000-11-10 04:06:00
10764,2000-11-10 04:06:00
180701,2000-11-10 04:25:00
35972,2000-11-10 04:25:00
338872,2000-11-10 04:39:00
186093,2000-11-10 04:52:00
10763,2000-11-10 05:00:00
363131,2000-11-10 05:05:00
363132,2000-11-10 05:08:00
10761,2000-11-10 05:15:00
108966,2000-11-10 05:34:00
174506,2000-11-10 05:35:00
270743,2000-11-10 05:43:00
369145,2000-11-10 05:46:00
338873,2000-11-10 05:48:00
270744,2000-11-10 05:57:00
338874,2000-11-10 05:58:00
108964,2000-11-10 06:15:00
248151,2000-11-10 06:23:00
114898,2000-11-10 06:25:00
108963,2000-11-10 06:38:00
338875,2000-11-10 06:40:00
218564,2000-11-10 06:47:00
365793,2000-11-10 06:56:00
369146,2000-11-10 06:59:00
114766,2000-11-10 07:24:00
114767,2000-11-10 07:25:00
369731,2000-11-10 07:29:00
369147,2000-11-10 07:30:00
174498,2000-11-10 07:33:00
10759,2000-11-10 07:33:00
338876,2000-11-10 07:36:00
128549,2000-11-10 07:38:00
120972,2000-11-10 07:38:00
218569,2000-11-10 07:38:00
218567,2000-11-10 07:41:00
327003,2000-11-10 08:08:00
327004,2000-11-10 08:11:00
327005,2000-11-10 08:12:00
327006,2000-11-10 08:44:00
180700,2000-11-10 08:52:00
10758,2000-11-10 09:39:00
327010,2000-11-11 06:50:00
115360,2000-11-11 15:39:00
363133,2000-11-12 04:20:00
32250,2000-11-12 08:03:00
276327,2000-11-12 09:23:00
276326,2000-11-12 09:23:00
276328,2000-11-12 09:36:00
276329,2000-11-12 11:10:00
276330,2000-11-12 11:12:00
281821,2000-11-12 11:28:00
276331,2000-11-12 11:35:00
276332,2000-11-12 11:50:00
276333,2000-11-12 11:53:00
276334,2000-11-12 11:57:00
276335,2000-11-12 11:58:00
276336,2000-11-12 11:59:00
276337,2000-11-12 12:03:00
114897,2000-11-12 12:04:00
276338,2000-11-12 12:20:00
276339,2000-11-12 12:21:00
276340,2000-11-12 12:27:00
39070,2000-11-12 13:47:00
115362,2000-11-12 18:52:00
201099,2000-11-12 22:57:00
369148,2000-11-13 00:05:00
378662,2000-11-13 00:19:00
378663,2000-11-13 00:21:00
289264,2000-11-13 00:24:00
333469,2000-11-13 00:34:00
180699,2000-11-13 00:34:00
180698,2000-11-13 00:34:00
114768,2000-11-13 00:35:00
333470,2000-11-13 00:36:00
333471,2000-11-13 00:43:00
333472,2000-11-13 00:50:00
108957,2000-11-13 01:10:00
289265,2000-11-13 01:12:00
289266,2000-11-13 01:14:00
180697,2000-11-13 01:25:00
180696,2000-11-13 01:51:00
180695,2000-11-13 01:52:00
114896,2000-11-13 01:59:00
333473,2000-11-13 02:09:00
333474,2000-11-13 02:19:00
384728,2000-11-13 02:22:00
363134,2000-11-13 02:22:00
289267,2000-11-13 02:22:00
363135,2000-11-13 02:27:00
248150,2000-11-13 02:32:00
384538,2000-11-13 02:34:00
378664,2000-11-13 02:35:00
199732,2000-11-13 02:51:00
242817,2000-11-13 02:51:00
395895,2000-11-13 02:58:00
10754,2000-11-13 03:00:00
362746,2000-11-13 03:25:00
180694,2000-11-13 03:28:00
128551,2000-11-13 03:31:00
120865,2000-11-13 03:31:00
218554,2000-11-13 03:31:00
186110,2000-11-13 03:43:00
180693,2000-11-13 03:54:00
364857,2000-11-13 03:58:00
384539,2000-11-13 03:59:00
174485,2000-11-13 04:01:00
180692,2000-11-13 04:04:00
390840,2000-11-13 05:06:00
363136,2000-11-13 05:26:00
369149,2000-11-13 05:41:00
333475,2000-11-13 05:46:00
154114,2000-11-13 05:51:00
154113,2000-11-13 05:54:00
384540,2000-11-13 06:15:00
39071,2000-11-13 06:27:00
384541,2000-11-13 06:31:00
176035,2000-11-13 06:31:00
218542,2000-11-13 06:36:00
289268,2000-11-13 06:46:00
35971,2000-11-13 06:47:00
10752,2000-11-13 06:50:00
55319,2000-11-13 06:50:00
35970,2000-11-13 06:50:00
276342,2000-11-13 06:56:00
276341,2000-11-13 06:56:00
174481,2000-11-13 06:58:00
55316,2000-11-13 06:58:00
114769,2000-11-13 06:59:00
333476,2000-11-13 07:08:00
276343,2000-11-13 07:14:00
333477,2000-11-13 07:19:00
180691,2000-11-13 07:25:00
289269,2000-11-13 07:26:00
384542,2000-11-13 07:28:00
174480,2000-11-13 07:29:00
10751,2000-11-13 07:31:00
108943,2000-11-13 07:35:00
85207,2000-11-13 08:00:00
199731,2000-11-13 08:05:00
199730,2000-11-13 08:12:00
390841,2000-11-13 08:29:00
333478,2000-11-13 08:31:00
89400,2000-11-13 08:31:00
180690,2000-11-13 08:39:00
333479,2000-11-13 08:43:00
333480,2000-11-13 08:44:00
333482,2000-11-13 08:46:00
333481,2000-11-13 08:46:00
39072,2000-11-13 08:49:00
333483,2000-11-13 09:32:00
174478,2000-11-13 09:49:00
378665,2000-11-13 11:47:00
154112,2000-11-13 12:43:00
154111,2000-11-13 12:44:00
154110,2000-11-13 12:52:00
154109,2000-11-13 12:54:00
154108,2000-11-13 13:09:00
154107,2000-11-13 13:17:00
154106,2000-11-13 13:21:00
327013,2000-11-13 15:39:00
115372,2000-11-13 16:05:00
152751,2000-11-13 17:51:00
152750,2000-11-13 17:54:00
176034,2000-11-13 23:25:00
333484,2000-11-14 00:23:00
218534,2000-11-14 00:25:00
108937,2000-11-14 00:35:00
180689,2000-11-14 00:39:00
180688,2000-11-14 00:40:00
152749,2000-11-14 00:43:00
152748,2000-11-14 00:44:00
333485,2000-11-14 00:50:00
180687,2000-11-14 00:51:00
152747,2000-11-14 00:52:00
152746,2000-11-14 00:54:00
180686,2000-11-14 01:06:00
152745,2000-11-14 01:09:00
108934,2000-11-14 01:14:00
186130,2000-11-14 01:14:00
18203,2000-11-14 01:14:00
152744,2000-11-14 01:17:00
154105,2000-11-14 01:19:00
152743,2000-11-14 01:21:00
333486,2000-11-14 01:26:00
108931,2000-11-14 01:31:00
384543,2000-11-14 01:39:00
176033,2000-11-14 01:39:00
176032,2000-11-14 01:40:00
176031,2000-11-14 01:45:00
176030,2000-11-14 01:47:00
108928,2000-11-14 01:59:00
369150,2000-11-14 02:00:00
127702,2000-11-14 02:18:00
80469,2000-11-14 02:19:00
384544,2000-11-14 02:23:00
384545,2000-11-14 02:45:00
114895,2000-11-14 02:46:00
218533,2000-11-14 03:12:00
218532,2000-11-14 03:33:00
108921,2000-11-14 03:35:00
218531,2000-11-14 03:36:00
180684,2000-11-14 03:42:00
384546,2000-11-14 03:42:00
384547,2000-11-14 04:17:00
186138,2000-11-14 04:26:00
180683,2000-11-14 04:53:00
199729,2000-11-14 04:54:00
180682,2000-11-14 04:56:00
128082,2000-11-14 05:13:00
120660,2000-11-14 05:13:00
10745,2000-11-14 05:22:00
174469,2000-11-14 05:22:00
108918,2000-11-14 05:22:00
201098,2000-11-14 05:25:00
218529,2000-11-14 05:27:00
189412,2000-11-14 05:44:00
369746,2000-11-14 05:45:00
218521,2000-11-14 06:22:00
114894,2000-11-14 06:27:00
114893,2000-11-14 06:27:00
281820,2000-11-14 06:36:00
180681,2000-11-14 07:06:00
384548,2000-11-14 07:09:00
363137,2000-11-14 07:15:00
365794,2000-11-14 07:16:00
85208,2000-11-14 07:25:00
369151,2000-11-14 07:29:00
108913,2000-11-14 07:35:00
364856,2000-11-14 07:37:00
369152,2000-11-14 07:41:00
85209,2000-11-14 07:42:00
384549,2000-11-14 07:42:00
114892,2000-11-14 07:43:00
369153,2000-11-14 07:52:00
369154,2000-11-14 07:56:00
365795,2000-11-14 07:58:00
384550,2000-11-14 08:00:00
333487,2000-11-14 08:01:00
369155,2000-11-14 08:03:00
369156,2000-11-14 08:06:00
276344,2000-11-14 08:17:00
119201,2000-11-14 08:20:00
129619,2000-11-14 08:20:00
276345,2000-11-14 08:31:00
276346,2000-11-14 08:32:00
327022,2000-11-14 08:35:00
276347,2000-11-14 08:35:00
108911,2000-11-14 08:38:00
250376,2000-11-14 08:42:00
333488,2000-11-14 08:42:00
250757,2000-11-14 10:13:00
174464,2000-11-14 10:13:00
180680,2000-11-14 10:19:00
186149,2000-11-14 10:32:00
174462,2000-11-14 10:32:00
180679,2000-11-14 10:35:00
114770,2000-11-14 11:35:00
144997,2000-11-14 11:45:00
152742,2000-11-14 13:19:00
35969,2000-11-14 15:11:00
35968,2000-11-14 15:19:00
108907,2000-11-14 15:41:00
35967,2000-11-14 15:49:00
115379,2000-11-14 16:05:00
114771,2000-11-14 16:08:00
327026,2000-11-14 23:17:00
327027,2000-11-14 23:36:00
384551,2000-11-14 23:42:00
384552,2000-11-15 00:02:00
10739,2000-11-15 00:12:00
333489,2000-11-15 00:20:00
333490,2000-11-15 00:21:00
384553,2000-11-15 00:28:00
10738,2000-11-15 00:35:00
192471,2000-11-15 00:57:00
333491,2000-11-15 00:58:00
289270,2000-11-15 01:03:00
108899,2000-11-15 01:25:00
10737,2000-11-15 01:29:00
108898,2000-11-15 01:50:00
174460,2000-11-15 01:52:00
108901,2000-11-15 02:02:00
176029,2000-11-15 02:05:00
176028,2000-11-15 02:09:00
289271,2000-11-15 02:16:00
186505,2000-11-15 02:27:00
265350,2000-11-15 02:31:00
85210,2000-11-15 02:34:00
242838,2000-11-15 02:42:00
199728,2000-11-15 02:42:00
289272,2000-11-15 03:00:00
384554,2000-11-15 03:02:00
384555,2000-11-15 03:02:00
154104,2000-11-15 03:11:00
186153,2000-11-15 03:25:00
180678,2000-11-15 03:26:00
108897,2000-11-15 03:35:00
10736,2000-11-15 03:35:00
180677,2000-11-15 03:41:00
10735,2000-11-15 03:41:00
369755,2000-11-15 03:47:00
250769,2000-11-15 03:47:00
10733,2000-11-15 03:55:00
186158,2000-11-15 04:00:00
180676,2000-11-15 04:18:00
180675,2000-11-15 04:19:00
369157,2000-11-15 04:20:00
180674,2000-11-15 04:27:00
85211,2000-11-15 04:43:00
186161,2000-11-15 04:47:00
333492,2000-11-15 04:58:00
180673,2000-11-15 05:02:00
114891,2000-11-15 05:10:00
180672,2000-11-15 05:20:00
180671,2000-11-15 05:21:00
333493,2000-11-15 05:44:00
375944,2000-11-15 05:44:00
333494,2000-11-15 05:51:00
369158,2000-11-15 05:51:00
218495,2000-11-15 06:05:00
114772,2000-11-15 06:13:00
333495,2000-11-15 06:27:00
114890,2000-11-15 06:47:00
180670,2000-11-15 06:58:00
289273,2000-11-15 07:01:00
176027,2000-11-15 07:10:00
35966,2000-11-15 07:22:00
384556,2000-11-15 08:01:00
363138,2000-11-15 08:11:00
108889,2000-11-15 08:12:00
80470,2000-11-15 08:13:00
363139,2000-11-15 08:23:00
363140,2000-11-15 08:24:00
363141,2000-11-15 08:36:00
281819,2000-11-15 08:38:00
384557,2000-11-15 08:44:00
114773,2000-11-15 08:49:00
384558,2000-11-15 09:02:00
199392,2000-11-15 09:03:00
199698,2000-11-15 09:03:00
276348,2000-11-15 09:13:00
276349,2000-11-15 09:55:00
333496,2000-11-15 10:01:00
108885,2000-11-15 10:23:00
152741,2000-11-15 15:11:00
115389,2000-11-15 16:05:00
180669,2000-11-16 00:10:00
180668,2000-11-16 00:15:00
108880,2000-11-16 00:15:00
218476,2000-11-16 00:16:00
55315,2000-11-16 00:18:00
358272,2000-11-16 00:25:00
281818,2000-11-16 00:41:00
289274,2000-11-16 00:44:00
108877,2000-11-16 00:50:00
180667,2000-11-16 00:57:00
114774,2000-11-16 01:15:00
35965,2000-11-16 01:29:00
35964,2000-11-16 01:33:00
35963,2000-11-16 01:34:00
35962,2000-11-16 01:35:00
180666,2000-11-16 01:58:00
369764,2000-11-16 02:02:00
333497,2000-11-16 02:13:00
114889,2000-11-16 02:17:00
376019,2000-11-16 02:40:00
180665,2000-11-16 02:52:00
174451,2000-11-16 03:00:00
333498,2000-11-16 03:10:00
180664,2000-11-16 03:14:00
180662,2000-11-16 03:18:00
180663,2000-11-16 03:18:00
363142,2000-11-16 03:18:00
180661,2000-11-16 03:26:00
186194,2000-11-16 03:36:00
35961,2000-11-16 03:53:00
85212,2000-11-16 03:59:00
81200,2000-11-16 03:59:00
35959,2000-11-16 04:00:00
35960,2000-11-16 04:00:00
384559,2000-11-16 04:01:00
108871,2000-11-16 04:03:00
108869,2000-11-16 04:20:00
180660,2000-11-16 04:36:00
384560,2000-11-16 04:50:00
180659,2000-11-16 04:53:00
180658,2000-11-16 04:54:00
199727,2000-11-16 05:01:00
180657,2000-11-16 05:22:00
180656,2000-11-16 05:26:00
384561,2000-11-16 05:33:00
218455,2000-11-16 05:39:00
199726,2000-11-16 05:40:00
108865,2000-11-16 06:20:00
249952,2000-11-16 06:24:00
186196,2000-11-16 06:24:00
108864,2000-11-16 06:24:00
10725,2000-11-16 06:24:00
369766,2000-11-16 06:31:00
186198,2000-11-16 06:39:00
289275,2000-11-16 06:49:00
384562,2000-11-16 06:58:00
384563,2000-11-16 07:08:00
384564,2000-11-16 07:21:00
289276,2000-11-16 07:34:00
364855,2000-11-16 07:58:00
364854,2000-11-16 08:01:00
199725,2000-11-16 08:02:00
364853,2000-11-16 08:02:00
242848,2000-11-16 08:02:00
180655,2000-11-16 08:37:00
180654,2000-11-16 08:52:00
35958,2000-11-16 09:17:00
333499,2000-11-16 09:28:00
242853,2000-11-16 09:35:00
114888,2000-11-16 09:41:00
180653,2000-11-16 09:46:00
180652,2000-11-16 09:49:00
144990,2000-11-16 10:01:00
180651,2000-11-16 11:12:00
180649,2000-11-16 11:13:00
180650,2000-11-16 11:13:00
115397,2000-11-16 16:05:00
363143,2000-11-16 21:49:00
85213,2000-11-16 23:33:00
384565,2000-11-16 23:57:00
384566,2000-11-17 00:28:00
384567,2000-11-17 00:30:00
180648,2000-11-17 00:33:00
180647,2000-11-17 00:37:00
384568,2000-11-17 00:45:00
384570,2000-11-17 00:48:00
384569,2000-11-17 00:48:00
384571,2000-11-17 01:05:00
384572,2000-11-17 01:18:00
180646,2000-11-17 01:27:00
333500,2000-11-17 01:29:00
35957,2000-11-17 01:38:00
55311,2000-11-17 01:47:00
384573,2000-11-17 01:59:00
55310,2000-11-17 02:05:00
199724,2000-11-17 02:06:00
199723,2000-11-17 02:10:00
180645,2000-11-17 02:15:00
218425,2000-11-17 02:26:00
35956,2000-11-17 02:46:00
281817,2000-11-17 02:57:00
180644,2000-11-17 03:13:00
35955,2000-11-17 03:13:00
218421,2000-11-17 03:33:00
281816,2000-11-17 03:59:00
180643,2000-11-17 05:17:00
89165,2000-11-17 05:23:00
89164,2000-11-17 05:30:00
395848,2000-11-17 06:52:00
384574,2000-11-17 07:09:00
35954,2000-11-17 07:33:00
114887,2000-11-17 08:33:00
115296,2000-11-17 08:33:00
90137,2000-11-17 08:46:00
218411,2000-11-17 08:57:00
333501,2000-11-17 09:26:00
186225,2000-11-17 09:33:00
327053,2000-11-17 14:19:00
127698,2000-11-17 23:36:00
218395,2000-11-17 23:36:00
154103,2000-11-18 04:28:00
153898,2000-11-18 04:29:00
154102,2000-11-18 04:55:00
154101,2000-11-18 05:01:00
35953,2000-11-18 08:15:00
152740,2000-11-18 16:28:00
152739,2000-11-18 16:55:00
152738,2000-11-18 17:01:00
115407,2000-11-18 23:17:00
363170,2000-11-19 02:13:00
338877,2000-11-19 04:39:00
338878,2000-11-19 04:39:00
338879,2000-11-19 04:40:00
115408,2000-11-19 05:12:00
333502,2000-11-19 07:19:00
333503,2000-11-19 07:19:00
266053,2000-11-19 07:59:00
320559,2000-11-19 14:59:00
300121,2000-11-19 15:00:00
115410,2000-11-19 16:35:00
218390,2000-11-20 00:07:00
376802,2000-11-20 00:08:00
369776,2000-11-20 00:08:00
176026,2000-11-20 00:10:00
127695,2000-11-20 00:12:00
338880,2000-11-20 00:14:00
176025,2000-11-20 00:23:00
176024,2000-11-20 00:30:00
218388,2000-11-20 00:30:00
127694,2000-11-20 00:31:00
176023,2000-11-20 00:33:00
176022,2000-11-20 00:34:00
114886,2000-11-20 00:35:00
242865,2000-11-20 00:35:00
35813,2000-11-20 00:41:00
114885,2000-11-20 00:41:00
364852,2000-11-20 00:53:00
338881,2000-11-20 00:54:00
218385,2000-11-20 01:09:00
289277,2000-11-20 01:25:00
239637,2000-11-20 01:28:00
114775,2000-11-20 01:32:00
333504,2000-11-20 01:39:00
115292,2000-11-20 01:42:00
114884,2000-11-20 01:42:00
218383,2000-11-20 01:57:00
250800,2000-11-20 02:01:00
114776,2000-11-20 02:03:00
218387,2000-11-20 02:15:00
108843,2000-11-20 02:19:00
186234,2000-11-20 02:26:00
384889,2000-11-20 02:38:00
186235,2000-11-20 02:40:00
176021,2000-11-20 02:50:00
114778,2000-11-20 02:50:00
114777,2000-11-20 02:50:00
114779,2000-11-20 02:51:00
176020,2000-11-20 02:51:00
176019,2000-11-20 02:54:00
176018,2000-11-20 02:59:00
338882,2000-11-20 03:12:00
338883,2000-11-20 03:19:00
338884,2000-11-20 03:20:00
114780,2000-11-20 03:48:00
114781,2000-11-20 04:01:00
86598,2000-11-20 04:09:00
276350,2000-11-20 04:09:00
270745,2000-11-20 04:13:00
89163,2000-11-20 04:29:00
34773,2000-11-20 04:57:00
176017,2000-11-20 05:09:00
176016,2000-11-20 05:10:00
186236,2000-11-20 05:10:00
338885,2000-11-20 05:30:00
338886,2000-11-20 05:56:00
384893,2000-11-20 06:04:00
188379,2000-11-20 06:23:00
369779,2000-11-20 06:34:00
376803,2000-11-20 06:34:00
176015,2000-11-20 06:50:00
114782,2000-11-20 07:16:00
364851,2000-11-20 07:21:00
10716,2000-11-20 07:49:00
176014,2000-11-20 07:57:00
250377,2000-11-20 08:04:00
108833,2000-11-20 08:19:00
10715,2000-11-20 08:19:00
108832,2000-11-20 08:29:00
234039,2000-11-20 08:36:00
234038,2000-11-20 08:45:00
384575,2000-11-20 08:47:00
369159,2000-11-20 08:59:00
369160,2000-11-20 09:05:00
369161,2000-11-20 09:06:00
369162,2000-11-20 09:10:00
289278,2000-11-20 09:52:00
369163,2000-11-20 09:53:00
369164,2000-11-20 09:54:00
369165,2000-11-20 09:58:00
369166,2000-11-20 10:01:00
369167,2000-11-20 10:02:00
369168,2000-11-20 10:03:00
114783,2000-11-20 12:39:00
115423,2000-11-20 16:05:00
364850,2000-11-20 22:04:00
80471,2000-11-20 23:07:00
338887,2000-11-20 23:37:00
289279,2000-11-21 00:32:00
218366,2000-11-21 00:35:00
333505,2000-11-21 00:35:00
333506,2000-11-21 00:38:00
327060,2000-11-21 00:48:00
176013,2000-11-21 00:51:00
114784,2000-11-21 00:57:00
281815,2000-11-21 01:11:00
327061,2000-11-21 01:18:00
353973,2000-11-21 01:25:00
362622,2000-11-21 01:25:00
281814,2000-11-21 01:45:00
281813,2000-11-21 01:47:00
234037,2000-11-21 01:48:00
242872,2000-11-21 02:08:00
281812,2000-11-21 02:09:00
186245,2000-11-21 02:39:00
197160,2000-11-21 02:42:00
242874,2000-11-21 02:42:00
114883,2000-11-21 02:42:00
176012,2000-11-21 02:49:00
114882,2000-11-21 02:58:00
378666,2000-11-21 03:02:00
384576,2000-11-21 03:08:00
338888,2000-11-21 03:09:00
174446,2000-11-21 03:20:00
85214,2000-11-21 03:22:00
338889,2000-11-21 03:24:00
333507,2000-11-21 03:27:00
114881,2000-11-21 03:31:00
338890,2000-11-21 03:39:00
384577,2000-11-21 03:50:00
266054,2000-11-21 03:54:00
114785,2000-11-21 04:05:00
289280,2000-11-21 04:38:00
384578,2000-11-21 04:48:00
10712,2000-11-21 04:54:00
248444,2000-11-21 05:11:00
114880,2000-11-21 05:13:00
338891,2000-11-21 05:39:00
80472,2000-11-21 05:49:00
218347,2000-11-21 05:56:00
338892,2000-11-21 06:04:00
375945,2000-11-21 06:40:00
365796,2000-11-21 06:49:00
218344,2000-11-21 07:09:00
199722,2000-11-21 07:20:00
242882,2000-11-21 07:28:00
199721,2000-11-21 07:28:00
35952,2000-11-21 07:39:00
333508,2000-11-21 08:00:00
127691,2000-11-21 08:02:00
266055,2000-11-21 08:02:00
333509,2000-11-21 08:15:00
218336,2000-11-21 08:22:00
218335,2000-11-21 08:29:00
234036,2000-11-21 09:04:00
218331,2000-11-21 11:09:00
218333,2000-11-21 11:38:00
39073,2000-11-21 13:50:00
115437,2000-11-21 16:01:00
218328,2000-11-21 22:18:00
327064,2000-11-21 23:38:00
327065,2000-11-21 23:39:00
218326,2000-11-21 23:46:00
218315,2000-11-22 00:01:00
35811,2000-11-22 00:17:00
218323,2000-11-22 00:48:00
199720,2000-11-22 00:48:00
333510,2000-11-22 00:50:00
218322,2000-11-22 00:58:00
218320,2000-11-22 01:15:00
180642,2000-11-22 01:22:00
333511,2000-11-22 01:24:00
171770,2000-11-22 01:28:00
218318,2000-11-22 01:30:00
199719,2000-11-22 01:42:00
242886,2000-11-22 01:42:00
80473,2000-11-22 02:03:00
114786,2000-11-22 02:17:00
114879,2000-11-22 03:07:00
242888,2000-11-22 03:07:00
114878,2000-11-22 03:11:00
338893,2000-11-22 03:15:00
114877,2000-11-22 03:19:00
265306,2000-11-22 03:21:00
108815,2000-11-22 03:21:00
218308,2000-11-22 03:23:00
364849,2000-11-22 03:25:00
250832,2000-11-22 04:05:00
378667,2000-11-22 04:05:00
338894,2000-11-22 04:08:00
120650,2000-11-22 04:11:00
218291,2000-11-22 04:11:00
